	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.0326957	32	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0326957	32	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0327291	32	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0327499	32	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0327499	32	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0327749	32	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0327957	32	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0327957	32	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0328291	32	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0328499	32	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0328499	32	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0328749	32	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0328957	32	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0328957	32	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0329291	32	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0329499	32	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0329499	32	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0329749	32	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0329957	32	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0329957	32	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0330291	33	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0330499	33	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0330499	33	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0330749	33	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0330957	33	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0330957	33	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0331291	33	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0331499	33	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0331499	33	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0331749	33	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0331957	33	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0331957	33	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0332291	33	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0332499	33	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0332499	33	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0332749	33	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0332957	33	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0332957	33	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0333291	33	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0333499	33	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0333499	33	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0333749	33	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0333957	33	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0333957	33	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0334291	33	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0334499	33	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0334499	33	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0334749	33	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0334957	33	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0334957	33	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0335291	33	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0335499	33	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0335499	33	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0335749	33	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0335957	33	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0335957	33	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0336291	33	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0336499	33	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0336499	33	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0336749	33	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0336957	33	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0336957	33	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0337291	33	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0337499	33	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0337499	33	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0337749	33	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0337957	33	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0337957	33	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0338291	33	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0338499	33	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0338499	33	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0338749	33	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0338957	33	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0338957	33	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0339291	33	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0339499	33	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0339499	33	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0339749	33	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0339957	33	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0339957	33	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0340291	34	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0340499	34	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0340499	34	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0340749	34	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0340957	34	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0340957	34	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0341291	34	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0341499	34	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0341499	34	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0341749	34	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0341957	34	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0341957	34	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0342291	34	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0342499	34	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0342499	34	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0342749	34	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0342957	34	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0342957	34	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0343291	34	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0343499	34	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0343499	34	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0343749	34	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0343957	34	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0343957	34	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0344291	34	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0344499	34	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0344499	34	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0344749	34	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0344957	34	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0344957	34	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0345291	34	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0345499	34	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0345499	34	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0345749	34	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0345957	34	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0345957	34	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0346291	34	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0346499	34	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0346499	34	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0346749	34	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0346957	34	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0346957	34	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0347291	34	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0347499	34	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0347499	34	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0347749	34	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0347957	34	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0347957	34	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0348291	34	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0348499	34	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0348499	34	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0348749	34	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0348957	34	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0348957	34	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0349291	34	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0349499	34	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0349499	34	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0349749	34	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0349957	34	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0349957	34	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0350291	35	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0350499	35	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0350499	35	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0350749	35	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0350957	35	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0350957	35	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0351291	35	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0351499	35	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0351499	35	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0351749	35	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0351957	35	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0351957	35	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0352291	35	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0352499	35	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0352499	35	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0352749	35	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0352957	35	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0352957	35	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0353291	35	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0353499	35	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0353499	35	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0353749	35	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0353957	35	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0353957	35	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0354291	35	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0354499	35	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0354499	35	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0354749	35	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0354957	35	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0354957	35	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0355291	35	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0355499	35	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0355499	35	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0355749	35	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0355957	35	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0355957	35	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0356291	35	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0356499	35	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0356499	35	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0356749	35	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0356957	35	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0356957	35	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0357291	35	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0357499	35	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0357499	35	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0357749	35	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0357957	35	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0357957	35	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0358291	35	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0358499	35	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0358499	35	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0358749	35	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0358957	35	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0358957	35	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0359291	35	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0359499	35	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0359499	35	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0359749	35	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0359957	35	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0359957	35	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0360291	36	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0360499	36	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0360499	36	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0360749	36	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0360957	36	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0360957	36	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0361291	36	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0361499	36	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0361499	36	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0361749	36	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0361957	36	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0361957	36	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0362291	36	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0362499	36	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0362499	36	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0362749	36	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0362957	36	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0362957	36	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0363291	36	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0363499	36	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0363499	36	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0363749	36	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0363957	36	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0363957	36	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0364291	36	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0364499	36	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0364499	36	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0364749	36	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0364957	36	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0364957	36	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0365291	36	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0365499	36	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0365499	36	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0365749	36	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0365957	36	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0365957	36	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0366291	36	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0366499	36	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0366499	36	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0366749	36	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0366957	36	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0366957	36	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0367291	36	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0367499	36	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0367499	36	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0367749	36	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0367957	36	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0367957	36	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0368291	36	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0368499	36	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0368499	36	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0368749	36	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0368957	36	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0368957	36	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0369291	36	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0369499	36	9	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0369499	36	9	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0369749	36	9	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0369957	36	9	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0369957	36	9	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0370291	37	0	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0370499	37	0	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0370499	37	0	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0370749	37	0	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0370957	37	0	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0370957	37	0	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0371291	37	1	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0371499	37	1	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0371499	37	1	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0371749	37	1	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0371957	37	1	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0371957	37	1	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0372291	37	2	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0372499	37	2	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0372499	37	2	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0372749	37	2	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0372957	37	2	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0372957	37	2	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0373291	37	3	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0373499	37	3	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0373499	37	3	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0373749	37	3	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0373957	37	3	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0373957	37	3	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0374291	37	4	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0374499	37	4	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0374499	37	4	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0374749	37	4	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0374957	37	4	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0374957	37	4	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0375291	37	5	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0375499	37	5	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0375499	37	5	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0375749	37	5	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0375957	37	5	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0375957	37	5	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0376291	37	6	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0376499	37	6	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0376499	37	6	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0376749	37	6	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0376957	37	6	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0376957	37	6	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0377291	37	7	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
DL	0.0377499	37	7	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0377499	37	7	7	5	1	2	0	7257	24	0	21.6565	 	0	8.88178e-15
UL	0.0377749	37	7	12	6	1	1	0	2551	11	0	5.7009 	0	3.33584e-06
UL	0.0377957	37	7	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0377957	37	7	18	5	1	2	0	7740	25	0	21.6565 	0	0.00202787
DL	0.0378291	37	8	1	6	1	2	0	8709	24	0	21.6565	 	0	1.06581e-14
DL	0.0378499	37	8	1	11	2	1	0	8514	16	0	12.2043	 	0	0
DL	0.0378499	37	8	7	5	1	1	0	1932	10	0	5.7009	 	0	1.1603e-05
UL	0.0378749	37	8	12	6	1	2	0	9289	25	0	21.6565 	0	0.00239613
UL	0.0378957	37	8	12	11	2	1	0	8514	16	0	12.2043 	0	0
UL	0.0378957	37	8	18	5	1	1	0	2126	11	0	5.7009 	0	2.50188e-06
DL	0.0379291	37	9	1	6	1	1	0	2317	10	0	5.7009	 	0	1.54706e-05
